# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.580668404698371887e-02 4.505948126316070557e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.394328638911247253e-02 4.630821347236633301e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.257082581520080566e+00
1.000000000000000000e+03 8.327351883053779602e-03 6.780815310776233673e-03 1.162262375231648548e-08 3.028646460734307766e-04 9.168730117380619049e-03 6.334559991955757141e-03 1.162262375231648548e-08 3.028646460734307766e-04 7.548545598983764648e-01
2.000000000000000000e+03 4.317698534578084946e-03 3.639965085312724113e-03 3.575854918835830176e-07 9.057582792593166232e-05 4.784237593412399292e-03 3.608609084039926529e-03 3.575854918835830176e-07 9.057582792593166232e-05 5.343560576438903809e-01
3.000000000000000000e+03 1.995442202314734459e-03 2.561397850513458252e-03 7.792055001232256473e-09 3.710099190357141197e-05 2.226667711511254311e-03 2.416523639112710953e-03 7.792055001232256473e-09 3.710099190357141197e-05 3.675807714462280273e-01
4.000000000000000000e+03 1.104330644011497498e-03 1.642683753743767738e-03 1.696033905318472534e-06 2.399168624833691865e-05 1.308855018578469753e-03 1.467200228944420815e-03 1.696033905318472534e-06 2.399168624833691865e-05 2.550879418849945068e-01
5.000000000000000000e+03 6.846439209766685963e-04 9.364443249069154263e-04 8.059822675932082348e-07 8.745883860683534294e-06 7.463980000466108322e-04 7.611438632011413574e-04 8.059822675932082348e-07 8.745883860683534294e-06 1.826614141464233398e-01
6.000000000000000000e+03 2.020225860178470612e-03 7.483609952032566071e-04 4.990614615962840617e-05 7.414459105348214507e-05 1.948428340256214142e-03 4.999840748496353626e-04 4.990614615962840617e-05 7.414459105348214507e-05 1.364708542823791504e-01
7.000000000000000000e+03 2.128842024831101298e-04 2.184656914323568344e-04 3.294548207577463472e-07 1.024319772113813087e-06 2.304952213307842612e-04 1.456755271647125483e-04 3.294548207577463472e-07 1.024319772113813087e-06 7.434709370136260986e-02
8.000000000000000000e+03 1.416430168319493532e-04 1.212744464282877743e-04 1.214528850823626271e-07 5.521844173017598223e-07 1.442150241928175092e-04 7.638766692252829671e-05 1.214528850823626271e-07 5.521844173017598223e-07 5.084157362580299377e-02
9.000000000000000000e+03 9.308850712841376662e-05 6.770114123355597258e-05 1.593950429423784954e-07 1.217490677163368673e-07 9.269514703191816807e-05 4.238507608533836901e-05 1.593950429423784954e-07 1.217490677163368673e-07 3.667701408267021179e-02
1.000000000000000000e+04 6.487245991593226790e-05 3.579071199055761099e-05 3.196642950342720724e-08 9.035925927491916809e-07 6.045464033377356827e-05 1.969893673958722502e-05 3.196642950342720724e-08 9.035925927491916809e-07 2.626100555062294006e-02
1.100000000000000000e+04 5.804205429740250111e-04 9.794884681468829513e-05 2.612538264656905085e-05 1.224071547767380252e-05 6.088765221647918224e-04 1.027047910611145198e-04 2.612538264656905085e-05 1.224071547767380252e-05 2.653766795992851257e-02
1.200000000000000000e+04 8.176503615686669946e-05 1.827661253628320992e-05 2.314049197593703866e-06 3.163639348713331856e-06 7.853667921153828502e-05 9.905206752591766417e-06 2.314049197593703866e-06 3.163639348713331856e-06 1.697731390595436096e-02
1.300000000000000000e+04 2.199865703005343676e-04 5.087921090307645500e-05 1.165324283647350967e-05 2.296763568665483035e-06 2.316537284059450030e-04 5.605235855909995735e-05 1.165324283647350967e-05 2.296763568665483035e-06 1.542290206998586655e-02
1.400000000000000000e+04 1.305840942222857848e-05 5.272360795061104000e-06 3.649734514610258884e-09 5.392598723119590431e-08 1.344807242276147008e-05 3.890933385264361277e-06 3.649734514610258884e-09 5.392598723119590431e-08 8.043118752539157867e-03
1.500000000000000000e+04 8.236763096647337079e-05 1.762407555361278355e-05 2.605358758955844678e-06 1.274589521926827729e-05 7.949475548230111599e-05 1.466490994062041864e-05 2.605358758955844678e-06 1.274589521926827729e-05 1.170179899781942368e-02
1.600000000000000000e+04 7.957336492836475372e-06 3.867670784529764205e-06 1.985100972490272397e-11 1.223816070705652237e-08 8.849900950735900551e-06 3.437777650105999783e-06 1.985100972490272397e-11 1.223816070705652237e-08 5.833684001117944717e-03
1.700000000000000000e+04 7.422188446071231738e-06 4.062673269800143316e-06 6.489817572230549558e-09 2.996566763613373041e-07 9.231283002009149641e-06 3.727482408066862263e-06 6.489817572230549558e-09 2.996566763613373041e-07 5.434558726847171783e-03
1.800000000000000000e+04 6.406112333934288472e-06 3.720983386301668361e-06 6.212456327148174751e-08 3.210244869933376322e-08 7.141213700379012153e-06 3.354025011503836140e-06 6.212456327148174751e-08 3.210244869933376322e-08 6.118800491094589233e-03
1.900000000000000000e+04 5.828765279147773981e-05 9.769920870894566178e-05 5.619619059871183708e-06 3.701898458530195057e-05 5.364000389818102121e-05 1.078366549336351454e-04 5.619619059871183708e-06 3.701898458530195057e-05 1.183247007429599762e-02
2.000000000000000000e+04 3.590578216972062364e-06 3.260412540839752182e-06 7.413719638194038453e-10 8.734787115827202797e-09 4.420141976879676804e-06 3.797843874053796753e-06 7.413719638194038453e-10 8.734787115827202797e-09 4.305783659219741821e-03
